Full name,Year,Conference (short),First name,Middle name,Last name,gender,Paper Count,Max Paper Count,First year paper,Age,Conference (long),Main Topic,Productivity
Alex Sandy Pentland,2004,AAAI,Alex,Sandy,Pentland,M,206,425,1982,22,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.363636363636363
Astro Teller,2004,AAAI,Astro,,Teller,M,8,8,1994,10,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.8
Daniel J. Clancy,2004,AAAI,Daniel,J.,Clancy,M,8,9,1996,8,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.0
Edward Feigenbaum,2004,AAAI,Edward,,Feigenbaum,M,39,44,1961,43,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.9069767441860463
Ian Lane Davis,2004,AAAI,Ian,Lane,Davis,M,1,3,1995,9,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.1111111111111111
Martha E. Pollack,2004,AAAI,Martha,E.,Pollack,F,59,89,1982,22,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.6818181818181817
Paul Cohen,2004,AAAI,Paul,,Cohen,M,16,22,1974,30,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.5333333333333333
Peter Norvig,2004,AAAI,Peter,,Norvig,M,17,38,1983,21,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.8095238095238095
Russ B. Altman,2004,AAAI,Russ,B.,Altman,M,83,228,1986,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.611111111111111
Sebastian Thrun,2004,AAAI,Sebastian,,Thrun,M,180,305,1990,14,AAAI Conference on Artificial Intelligence,Artificial Intelligence,12.857142857142858
Tim Finin,2004,AAAI,Tim,,Finin,M,119,317,1977,27,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.407407407407407
Amy Greenwald,2005,AAAI,Amy,,Greenwald,F,37,91,1999,6,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.166666666666667
Chitta Baral,2005,AAAI,Chitta,,Baral,F,95,244,1990,15,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.333333333333333
Dana S. Nau,2005,AAAI,Dana,S.,Nau,F,111,186,1980,25,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.44
James A. Hendler,2005,AAAI,James,A.,Hendler,M,123,283,1980,25,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.92
Jay M. Tenenbaum,2005,AAAI,Jay,M.,Tenenbaum,M,37,40,1969,36,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.0277777777777777
Jeff Hawkins,2005,AAAI,Jeff,,Hawkins,M,1,7,2005,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Marti Hearst,2005,AAAI,Marti,,Hearst,F,76,171,1988,17,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.470588235294118
Martin A. Keane,2005,AAAI,Martin,A.,Keane,M,26,29,1993,12,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.1666666666666665
Marvin Minsky,2005,AAAI,Marvin,,Minsky,M,28,33,1959,46,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.6086956521739131
Ronald J. Brachman,2005,AAAI,Ronald,J.,Brachman,M,57,63,1977,28,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.0357142857142856
Sridhar Mahadevan,2005,AAAI,Sridhar,,Mahadevan,M,46,101,1985,20,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.3
Tuckers Balch,2005,AAAI,Tuckers,,Balch,M,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Bruce G. Buchanan,2006,AAAI,Bruce,G.,Buchanan,M,80,88,1971,35,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.2857142857142856
Dan Roth,2006,AAAI,Dan,,Roth,M,111,431,1992,14,AAAI Conference on Artificial Intelligence,Artificial Intelligence,7.928571428571429
Karen Myers,2006,AAAI,Karen,,Myers,F,39,56,1988,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.1666666666666665
Ken Koedinger,2006,AAAI,Ken,,Koedinger,M,59,291,1990,16,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.6875
Pedro M. Domingos,2006,AAAI,Pedro,M.,Domingos,M,88,162,1994,12,AAAI Conference on Artificial Intelligence,Artificial Intelligence,7.333333333333333
Tim Berners-Lee,2006,AAAI,Tim,,Berners-Lee,M,17,57,1988,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.9444444444444444
Alan C. Schultz,2007,AAAI,Alan,C.,Schultz,M,72,74,1986,21,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.4285714285714284
Alan Mackworth,2007,AAAI,Alan,,Mackworth,M,55,80,1973,34,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.6176470588235294
Geoffrey S. F.,2007,AAAI,Geoffrey,S.,F.,M,0,2,2019,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Lise Getoor,2007,AAAI,Lise,,Getoor,F,66,258,1995,12,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.5
Matt Brown,2007,AAAI,Matt,,Brown,M,0,6,2015,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Michael Wooldridge,2007,AAAI,Michael,,Wooldridge,M,218,438,1992,15,AAAI Conference on Artificial Intelligence,Artificial Intelligence,14.533333333333331
Oren Etzioni,2007,AAAI,Oren,,Etzioni,M,100,169,1988,19,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.2631578947368425
Toby Walsh,2007,AAAI,Toby,,Walsh,M,149,347,1989,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,8.277777777777779
Alexie A. Efros,2008,AAAI,Alexie,A.,Efros,F,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Chris Urmson,2008,AAAI,Chris,,Urmson,M,19,32,2001,7,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.7142857142857144
David Haussler,2008,AAAI,David,,Haussler,M,126,177,1980,28,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.5
Eric Horvitz,2008,AAAI,Eric,,Horvitz,M,130,327,1985,23,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.652173913043479
Kenneth M. Ford,2008,AAAI,Kenneth,M.,Ford,M,36,41,1988,20,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.8
Lillian Lee,2008,AAAI,Lillian,,Lee,F,28,65,1993,15,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.8666666666666667
Mark Newman,2008,AAAI,Mark,,Newman,M,7,11,1987,21,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.3333333333333333
Seth Copen Goldstein,2008,AAAI,Seth,Copen,Goldstein,M,75,103,1991,17,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.411764705882353
Stuart Russell,2008,AAAI,Stuart,,Russell,M,94,182,1986,22,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.2727272727272725
Barry O'Sullivan,2010,AAAI,Barry,,O'Sullivan,M,116,280,1998,12,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.666666666666666
Carla P. Gomes,2010,AAAI,Carla,P.,Gomes,F,87,193,1994,16,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.4375
David C. Parkes,2010,AAAI,David,C.,Parkes,M,112,244,1998,12,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.333333333333334
Jey M. Tenenbaum,2010,AAAI,Jey,M.,Tenenbaum,M,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Leslie Pack Kaelbling,2010,AAAI,Leslie,Pack,Kaelbling,F,95,210,1986,24,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.9583333333333335
Majd Alwan,2010,AAAI,Majd,,Alwan,M,18,18,1996,14,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.2857142857142858
Michael Thielscher,2010,AAAI,Michael,,Thielscher,M,95,161,1992,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.277777777777778
Vernor Vinge,2010,AAAI,Vernor,,Vinge,M,4,4,1992,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.2222222222222222
David Ferrucci,2011,AAAI,David,,Ferrucci,M,20,30,1994,17,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.1764705882352942
David Gunning,2011,AAAI,David,,Gunning,M,6,14,1991,20,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.3
Heinrich H. Buelthoff,2011,AAAI,Heinrich,H.,Buelthoff,M,139,264,1988,23,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.043478260869565
Karrie Karahalios,2011,AAAI,Karrie,,Karahalios,F,55,160,1998,13,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.230769230769231
Kurt Konolige,2011,AAAI,Kurt,,Konolige,M,113,128,1977,34,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.323529411764706
Joshua B. Tenenbaum,2012,AAAI,Joshua,B.,Tenenbaum,M,77,378,1994,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.277777777777778
Luis von Ahn,2012,AAAI,Luis,von,Ahn,M,34,36,2002,10,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.4
Regina Barzilay,2012,AAAI,Regina,,Barzilay,F,73,156,1998,14,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.214285714285714
Ross D. King,2012,AAAI,Ross,D.,King,M,85,105,1987,25,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.4
Dan Klein,2013,AAAI,Dan,,Klein,M,123,195,2001,12,AAAI Conference on Artificial Intelligence,Artificial Intelligence,10.25
Deboprah L. McGuinness,2013,AAAI,Deboprah,L.,McGuinness,F,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Howie Hao Yang,2013,AAAI,Howie,Hao,Yang,M,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Kristin P. Bennett,2013,AAAI,Kristin,P.,Bennett,F,59,106,1991,22,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.6818181818181817
Larry Birnbaum,2013,AAAI,Larry,,Birnbaum,M,64,76,1979,34,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.8823529411764703
Lawrence Hunter,2013,AAAI,Lawrence,,Hunter,M,120,157,1977,36,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.333333333333333
Maja J. Mataric,2013,AAAI,Maja,J.,Mataric,F,212,302,1990,23,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.217391304347826
Nestor Rychtyckyj,2013,AAAI,Nestor,,Rychtyckyj,M,28,35,1994,19,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.4736842105263157
Paula Matuszek,2013,AAAI,Paula,,Matuszek,F,0,4,2016,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Raymond J. Mooney,2013,AAAI,Raymond,J.,Mooney,M,152,208,1985,28,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.428571428571429
Toumas Sandholm,2013,AAAI,Toumas,,Sandholm,M,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Vijay Kumar,2013,AAAI,Vijay,,Kumar,M,55,109,1991,22,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.5
Adam Cheyer,2014,AAAI,Adam,,Cheyer,M,26,27,1995,19,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.368421052631579
Cynthia Breazeal,2014,AAAI,Cynthia,,Breazeal,F,136,249,1998,16,AAAI Conference on Artificial Intelligence,Artificial Intelligence,8.5
Milind Tambe,2014,AAAI,Milind,,Tambe,M,314,489,1988,26,AAAI Conference on Artificial Intelligence,Artificial Intelligence,12.076923076923077
Ronald M. Kaplan,2014,AAAI,Ronald,M.,Kaplan,M,33,38,1971,43,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.7674418604651163
Drew Bagnell,2015,AAAI,Drew,,Bagnell,M,104,138,2001,14,AAAI Conference on Artificial Intelligence,Artificial Intelligence,7.428571428571429
Geoffrey E. Hinton,2015,AAAI,Geoffrey,E.,Hinton,M,204,238,1976,39,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.230769230769231
Lise Getoor,2015,AAAI,Lise,,Getoor,F,189,258,1995,20,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.45
Michael Bowling,2015,AAAI,Michael,,Bowling,M,112,144,1998,17,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.588235294117647
Oren Etzioni,2015,AAAI,Oren,,Etzioni,M,150,169,1988,27,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.555555555555555
Andreas Krause,2016,AAAI,Andreas,,Krause,M,2,2,1989,27,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.074074074074074
Demis Hassabis,2016,AAAI,Demis,,Hassabis,M,6,28,2009,7,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.8571428571428571
Naveen Rao,2016,AAAI,Naveen,,Rao,M,0,1,2017,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Nick Bostrom,2016,AAAI,Nick,,Bostrom,M,9,9,2001,15,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.6
Susan A. Murphy,2016,AAAI,Susan,A.,Murphy,F,20,45,2005,11,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.818181818181818
Dmitri Dolgov,2017,AAAI,Dmitri,,Dolgov,M,9,9,2008,9,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.0
Jeremy Frank,2017,AAAI,Jeremy,,Frank,M,43,53,1996,21,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.0476190476190474
Kristen Grauman,2017,AAAI,Kristen,,Grauman,M,140,216,2001,16,AAAI Conference on Artificial Intelligence,Artificial Intelligence,8.75
Lynne Parker,2017,AAAI,Lynne,,Parker,F,103,107,1987,30,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.433333333333333
Peter Dayan,2017,AAAI,Peter,,Dayan,M,124,151,1990,27,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.592592592592593
Rosalind Picard,2017,AAAI,Rosalind,,Picard,F,225,291,1991,26,AAAI Conference on Artificial Intelligence,Artificial Intelligence,8.653846153846153
Russ Tedrake,2017,AAAI,Russ,,Tedrake,M,98,153,1999,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.444444444444445
Steve Young,2017,AAAI,Steve,,Young,M,2,4,2011,6,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.3333333333333333
Charles Isbell,2018,AAAI,Charles,,Isbell,M,95,104,1995,23,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.130434782608695
Cynthia Dwork,2018,AAAI,Cynthia,,Dwork,F,141,157,1982,36,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.9166666666666665
Joseph Y. Halpern,2018,AAAI,Joseph,Y.,Halpern,M,404,430,1980,38,AAAI Conference on Artificial Intelligence,Artificial Intelligence,10.63157894736842
Percy Liang,2018,AAAI,Percy,,Liang,M,104,170,2005,13,AAAI Conference on Artificial Intelligence,Artificial Intelligence,8.0
Subbarao Kambhampati,2018,AAAI,Subbarao,,Kambhampati,M,208,252,1985,33,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.303030303030303
Yejin Choi,2018,AAAI,Yejin,,Choi,F,74,185,2005,13,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.6923076923076925
Zoubin Ghahramani,2018,AAAI,Zoubin,,Ghahramani,M,244,255,1993,25,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.76
Ashok Goel,2019,AAAI,Ashok,,Goel,M,0,0,2022,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Cynthia Breazeal,2019,AAAI,Cynthia,,Breazeal,F,198,249,1998,21,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.428571428571429
Ian Goodfellow,2019,AAAI,Ian,,Goodfellow,M,2,2,2017,2,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.0
Larry Madsker,2019,AAAI,Larry,,Madsker,M,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Marta C. Gonzalez,2019,AAAI,Marta,C.,Gonzalez,F,24,31,2006,13,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.8461538461538465
Milind Tambe,2019,AAAI,Milind,,Tambe,M,437,489,1988,31,AAAI Conference on Artificial Intelligence,Artificial Intelligence,14.096774193548388
Qiang Yang,2019,AAAI,Qiang,,Yang,M,26,70,2004,15,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.7333333333333334
Tuomas Sandholm,2019,AAAI,Tuomas,,Sandholm,M,313,346,1993,26,AAAI Conference on Artificial Intelligence,Artificial Intelligence,12.038461538461538
Yu Zheng,2019,AAAI,Yu,,Zheng,F,180,302,2000,19,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.473684210526317
Abigail Zimmermann-Nielfield,2020,AAAI,Abigail,,Zimmermann-Nielfield,F,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Amy Greenwald,2020,AAAI,Amy,,Greenwald,F,84,91,1999,21,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.0
Aude Billard,2020,AAAI,Aude,,Billard,F,208,227,1997,23,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.043478260869565
Benjamin Shapiro,2020,AAAI,Benjamin,,Shapiro,M,8,8,1997,23,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.3478260869565217
David Cox,2020,AAAI,David,,Cox,M,8,8,1982,38,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.2105263157894736
David Silver,2020,AAAI,David,,Silver,M,102,117,2000,20,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.1
Dawn Song,2020,AAAI,Dawn,,Song,F,245,293,1999,21,AAAI Conference on Artificial Intelligence,Artificial Intelligence,11.666666666666666
Garry Kasparov,2020,AAAI,Garry,,Kasparov,M,3,5,1998,22,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.1363636363636363
Geoffrey Hinton,2020,AAAI,Geoffrey,,Hinton,M,230,238,1976,44,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.227272727272728
Henry Kautz,2020,AAAI,Henry,,Kautz,M,164,168,1986,34,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.823529411764706
Hiroaki Kitano,2020,AAAI,Hiroaki,,Kitano,M,184,186,1988,32,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.75
Marie desJardins,2020,AAAI,Marie,,desJardins,F,115,115,1991,29,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.9655172413793114
Michael Bowling,2020,AAAI,Michael,,Bowling,M,134,144,1998,22,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.090909090909091
Murray Campbell,2020,AAAI,Murray,,Campbell,M,47,56,1981,39,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.205128205128205
Stuart Russell,2020,AAAI,Stuart,,Russell,M,162,182,1986,34,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.764705882352941
Susan Athey,2020,AAAI,Susan,,Athey,F,16,21,1990,30,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.5333333333333333
Yann LeCun,2020,AAAI,Yann,,LeCun,M,195,205,1988,32,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.09375
Yoshua Bengio,2020,AAAI,Yoshua,,Bengio,M,463,526,1988,32,AAAI Conference on Artificial Intelligence,Artificial Intelligence,14.46875
Daphne Koller,2021,AAAI,Daphne,,Koller,F,219,219,1987,34,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.441176470588236
Kai-fu Lee,2021,AAAI,Kai-fu,,Lee,M,53,53,1986,35,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.5142857142857142
Latanya Sweebey,2021,AAAI,Latanya,,Sweebey,F,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Luke Zettlemoyer,2021,AAAI,Luke,,Zettlemoyer,M,154,179,1998,23,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.695652173913044
Micheal Wooldridge,2021,AAAI,Micheal,,Wooldridge,M,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Regina Barzilay,2021,AAAI,Regina,,Barzilay,F,148,156,1998,23,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.434782608695652
Sanjeev Arora,2021,AAAI,Sanjeev,,Arora,M,136,140,1990,31,AAAI Conference on Artificial Intelligence,Artificial Intelligence,4.387096774193548
Toumas Sandholm,2021,AAAI,Toumas,,Sandholm,M,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Andrew Ng,2022,AAAI,Andrew,,Ng,M,1,1,2014,8,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.125
Bart Selman,2022,AAAI,Bart,,Selman,M,186,186,1988,34,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.470588235294118
Christina Gardner-McCune,2022,AAAI,Christina,,Gardner-McCune,F,45,56,2014,8,AAAI Conference on Artificial Intelligence,Artificial Intelligence,5.625
Cynthias Rudin,2022,AAAI,Cynthias,,Rudin,F,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
David Touretzky,2022,AAAI,David,,Touretzky,M,97,101,1981,41,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.365853658536585
Deborah S. Barteehorn,2022,AAAI,Deborah,S.,Barteehorn,F,0,0,0,0,AAAI Conference on Artificial Intelligence,Artificial Intelligence,0.0
Francesca Rossi,2022,AAAI,Francesca,,Rossi,F,254,256,1986,36,AAAI Conference on Artificial Intelligence,Artificial Intelligence,7.055555555555555
Fred Martin,2022,AAAI,Fred,,Martin,M,62,66,1996,26,AAAI Conference on Artificial Intelligence,Artificial Intelligence,2.3846153846153846
Gil Alterovitz,2022,AAAI,Gil,,Alterovitz,M,61,62,2006,16,AAAI Conference on Artificial Intelligence,Artificial Intelligence,3.8125
Marta Z. Kwiatkowska,2022,AAAI,Marta,Z.,Kwiatkowska,F,319,319,1989,33,AAAI Conference on Artificial Intelligence,Artificial Intelligence,9.666666666666666
Michael L. Littman,2022,AAAI,Michael,L.,Littman,M,218,220,1989,33,AAAI Conference on Artificial Intelligence,Artificial Intelligence,6.606060606060606
Patrick S. Schnable,2022,AAAI,Patrick,S.,Schnable,M,25,25,2004,18,AAAI Conference on Artificial Intelligence,Artificial Intelligence,1.3888888888888888
Glovanni De WIichcli,2003,ASPDAC,Glovanni,De,WIichcli,M,0,0,0,0,Asia and South Pacific Design Automation Conference,Computer Architecture,0.0
Tadahiro Ohm,2003,ASPDAC,Tadahiro,,Ohm,M,27,92,1993,10,Asia and South Pacific Design Automation Conference,Computer Architecture,2.7
Ycrvant Zorian,2003,ASPDAC,Ycrvant,,Zorian,M,0,0,0,0,Asia and South Pacific Design Automation Conference,Computer Architecture,0.0
Gary L. Baldwi,2004,ASPDAC,Gary,L.,Baldwi,M,4,4,1962,42,Asia and South Pacific Design Automation Conference,Computer Architecture,0.0952380952380952
Rudy Lauwereins,2004,ASPDAC,Rudy,,Lauwereins,M,112,196,1987,17,Asia and South Pacific Design Automation Conference,Computer Architecture,6.588235294117647
Jan M. Rabaey,2005,ASPDAC,Jan,M.,Rabaey,M,146,321,1985,20,Asia and South Pacific Design Automation Conference,Computer Architecture,7.3
Rajeev Madhavan,2005,ASPDAC,Rajeev,,Madhavan,M,5,5,1994,11,Asia and South Pacific Design Automation Conference,Computer Architecture,0.4545454545454545
Zhenghua Jiang,2005,ASPDAC,Zhenghua,,Jiang,M,1,1,2005,0,Asia and South Pacific Design Automation Conference,Computer Architecture,0.0
Alberto Sangiovanni-Vincentelli,2006,ASPDAC,Alberto,,Sangiovanni-Vincentelli,M,458,691,1973,33,Asia and South Pacific Design Automation Conference,Computer Architecture,13.87878787878788
Satoru Ito,2006,ASPDAC,Satoru,,Ito,M,3,3,2000,6,Asia and South Pacific Design Automation Conference,Computer Architecture,0.5
Yukichi Niwa,2006,ASPDAC,Yukichi,,Niwa,M,2,2,1998,8,Asia and South Pacific Design Automation Conference,Computer Architecture,0.25
Fu-chieh Hsu,2007,ASPDAC,Fu-chieh,,Hsu,M,3,5,2006,1,Asia and South Pacific Design Automation Conference,Computer Architecture,3.0
Rob Rutenbar,2007,ASPDAC,Rob,,Rutenbar,M,115,172,1981,26,Asia and South Pacific Design Automation Conference,Computer Architecture,4.423076923076923
Takayasu Sakurai,2007,ASPDAC,Takayasu,,Sakurai,M,83,213,1988,19,Asia and South Pacific Design Automation Conference,Computer Architecture,4.368421052631579
Jan M. Rabaey,2008,ASPDAC,Jan,M.,Rabaey,M,185,321,1985,23,Asia and South Pacific Design Automation Conference,Computer Architecture,8.043478260869565
Ki-soo Hwang,2008,ASPDAC,Ki-soo,,Hwang,M,5,5,1986,22,Asia and South Pacific Design Automation Conference,Computer Architecture,0.2272727272727272
Leon Stok,2009,ASPDAC,Leon,,Stok,M,31,41,1989,20,Asia and South Pacific Design Automation Conference,Computer Architecture,1.55
Mitsuo Saito,2009,ASPDAC,Mitsuo,,Saito,M,7,7,1985,24,Asia and South Pacific Design Automation Conference,Computer Architecture,0.2916666666666667
Wolfgang Rosenstiel,2009,ASPDAC,Wolfgang,,Rosenstiel,M,261,471,1981,28,Asia and South Pacific Design Automation Conference,Computer Architecture,9.321428571428571
Chung-laung Liu,2010,ASPDAC,Chung-laung,,Liu,M,6,6,1963,47,Asia and South Pacific Design Automation Conference,Computer Architecture,0.1276595744680851
Jim Lai,2010,ASPDAC,Jim,,Lai,M,32,56,1997,13,Asia and South Pacific Design Automation Conference,Computer Architecture,2.4615384615384617
Walden C. Rhines,2010,ASPDAC,Walden,C.,Rhines,M,12,16,1994,16,Asia and South Pacific Design Automation Conference,Computer Architecture,0.75
Ajoy Bose,2011,ASPDAC,Ajoy,,Bose,M,11,11,1977,34,Asia and South Pacific Design Automation Conference,Computer Architecture,0.3235294117647059
Subhasish Mitra,2011,ASPDAC,Subhasish,,Mitra,M,129,235,1997,14,Asia and South Pacific Design Automation Conference,Computer Architecture,9.214285714285714
Takayuki Kawahara,2011,ASPDAC,Takayuki,,Kawahara,M,30,53,1996,15,Asia and South Pacific Design Automation Conference,Computer Architecture,2.0
Carlos Tokunaga,2012,ASPDAC,Carlos,,Tokunaga,M,19,42,2007,5,Asia and South Pacific Design Automation Conference,Computer Architecture,3.8
Cliff Hou,2012,ASPDAC,Cliff,,Hou,M,2,4,2008,4,Asia and South Pacific Design Automation Conference,Computer Architecture,0.5
David Taubman,2012,ASPDAC,David,,Taubman,M,115,202,1992,20,Asia and South Pacific Design Automation Conference,Computer Architecture,5.75
Giovanni De Micheli,2012,ASPDAC,Giovanni,De,Micheli,M,356,608,1983,29,Asia and South Pacific Design Automation Conference,Computer Architecture,12.275862068965518
Karnik Tschanz,2012,ASPDAC,Karnik,,Tschanz,M,0,0,0,0,Asia and South Pacific Design Automation Conference,Computer Architecture,0.0
Keith Bowman,2012,ASPDAC,Keith,,Bowman,M,37,67,1999,13,Asia and South Pacific Design Automation Conference,Computer Architecture,2.8461538461538463
Neil Weste,2012,ASPDAC,Neil,,Weste,M,25,29,1978,34,Asia and South Pacific Design Automation Conference,Computer Architecture,0.7352941176470589
Shekhar Borkar,2012,ASPDAC,Shekhar,,Borkar,M,99,112,1988,24,Asia and South Pacific Design Automation Conference,Computer Architecture,4.125
Tanay Karnik,2012,ASPDAC,Tanay,,Karnik,M,58,86,1994,18,Asia and South Pacific Design Automation Conference,Computer Architecture,3.2222222222222223
