Full name,Year,Conference (short),First name,Middle name,Last name,gender,Paper Count,Max Paper Count,First year paper,Age,Conference (long),Main Topic,Productivity
Claire Mathieu,2015,SODA,Claire,,Mathieu,F,123,155,1987,28,Symposium on Discrete Algorithms,Algorithm and Theory,4.392857142857143
Peter Winkler,2015,SODA,Peter,,Winkler,M,1,2,1991,24,Symposium on Discrete Algorithms,Algorithm and Theory,0.0416666666666666
Sergey Yekhanin,2015,SODA,Sergey,,Yekhanin,M,38,53,2004,11,Symposium on Discrete Algorithms,Algorithm and Theory,3.4545454545454546
Deborah Gordon,2016,SODA,Deborah,,Gordon,F,5,10,2000,16,Symposium on Discrete Algorithms,Algorithm and Theory,0.3125
Elchanan Mossel,2016,SODA,Elchanan,,Mossel,M,103,143,1998,18,Symposium on Discrete Algorithms,Algorithm and Theory,5.722222222222222
Sariel Har-Peled,2016,SODA,Sariel,,Har-Peled,M,167,216,1995,21,Symposium on Discrete Algorithms,Algorithm and Theory,7.952380952380952
Benjamin Recht,2017,SODA,Benjamin,,Recht,M,77,123,2002,15,Symposium on Discrete Algorithms,Algorithm and Theory,5.133333333333334
Colin McDiarmid,2017,SODA,Colin,,McDiarmid,M,114,125,1978,39,Symposium on Discrete Algorithms,Algorithm and Theory,2.923076923076923
Dina Katabi,2017,SODA,Dina,,Katabi,F,118,153,2000,17,Symposium on Discrete Algorithms,Algorithm and Theory,6.941176470588236
Nikhil Bansal,2017,SODA,Nikhil,,Bansal,M,164,207,1999,18,Symposium on Discrete Algorithms,Algorithm and Theory,9.11111111111111
Anupam Gupta,2018,SODA,Anupam,,Gupta,M,3,3,2012,6,Symposium on Discrete Algorithms,Algorithm and Theory,0.5
Cynthia Dwork,2018,SODA,Cynthia,,Dwork,F,141,157,1982,36,Symposium on Discrete Algorithms,Algorithm and Theory,3.9166666666666665
Mikkel Thorup,2018,SODA,Mikkel,,Thorup,M,201,222,1990,28,Symposium on Discrete Algorithms,Algorithm and Theory,7.178571428571429
Virginia Vassilevska Williams,2018,SODA,Virginia,Vassilevska,Williams,F,70,121,2004,14,Symposium on Discrete Algorithms,Algorithm and Theory,5.0
Daniel Marx,2019,SODA,Daniel,,Marx,M,2,2,2009,10,Symposium on Discrete Algorithms,Algorithm and Theory,0.2
Irit Dinur,2019,SODA,Irit,,Dinur,F,68,74,1998,21,Symposium on Discrete Algorithms,Algorithm and Theory,3.238095238095238
Jon Kleinberg,2019,SODA,Jon,,Kleinberg,M,254,293,1992,27,Symposium on Discrete Algorithms,Algorithm and Theory,9.407407407407408
Wojciech Szpankowski,2019,SODA,Wojciech,,Szpankowski,M,244,274,1983,36,Symposium on Discrete Algorithms,Algorithm and Theory,6.777777777777778
David B. Shmoys,2020,SODA,David,B.,Shmoys,M,114,123,1984,36,Symposium on Discrete Algorithms,Algorithm and Theory,3.1666666666666665
Monika R. Henzinger,2020,SODA,Monika,R.,Henzinger,F,202,237,1989,31,Symposium on Discrete Algorithms,Algorithm and Theory,6.516129032258065
Nike Sun,2020,SODA,Nike,,Sun,F,6,9,2011,9,Symposium on Discrete Algorithms,Algorithm and Theory,0.6666666666666666
Sanjeev Arora,2020,SODA,Sanjeev,,Arora,M,129,140,1990,30,Symposium on Discrete Algorithms,Algorithm and Theory,4.3
Stephan Thomasson,2020,SODA,Stephan,,Thomasson,M,0,0,0,0,Symposium on Discrete Algorithms,Algorithm and Theory,0.0
Maria Chudnovsky,2021,SODA,Maria,,Chudnovsky,F,135,143,2002,19,Symposium on Discrete Algorithms,Algorithm and Theory,7.105263157894737
Robert Krauthgamer,2021,SODA,Robert,,Krauthgamer,M,138,152,1997,24,Symposium on Discrete Algorithms,Algorithm and Theory,5.75
Ryan Williams,2021,SODA,Ryan,,Williams,M,131,138,2002,19,Symposium on Discrete Algorithms,Algorithm and Theory,6.894736842105263
Tim Roughgarden,2021,SODA,Tim,,Roughgarden,M,204,208,2000,21,Symposium on Discrete Algorithms,Algorithm and Theory,9.714285714285714
Avi Wigderson,2022,SODA,Avi,,Wigderson,M,292,292,1982,40,Symposium on Discrete Algorithms,Algorithm and Theory,7.3
Jacob Fox,2022,SODA,Jacob,,Fox,M,111,114,2003,19,Symposium on Discrete Algorithms,Algorithm and Theory,5.842105263157895
Shayan Oveis Gharan,2022,SODA,Shayan,Oveis,Gharan,M,49,50,2007,15,Symposium on Discrete Algorithms,Algorithm and Theory,3.2666666666666666
Shuchi Chawla,2022,SODA,Shuchi,,Chawla,F,89,89,2001,21,Symposium on Discrete Algorithms,Algorithm and Theory,4.238095238095238
Barbara Liskov,2003,STOC,Barbara,,Liskov,F,117,161,1971,32,Symposium on Theory of Computing,Algorithm and Theory,3.65625
Michael J. Flynn,2003,STOC,Michael,J.,Flynn,M,130,163,1963,40,Symposium on Theory of Computing,Algorithm and Theory,3.25
Avi Wigderson,2004,STOC,Avi,,Wigderson,M,187,292,1982,22,Symposium on Theory of Computing,Algorithm and Theory,8.5
Eva Tardos,2004,STOC,Eva,,Tardos,F,83,195,1985,19,Symposium on Theory of Computing,Algorithm and Theory,4.368421052631579
Lance Fortnow,2005,STOC,Lance,,Fortnow,M,123,194,1987,18,Symposium on Theory of Computing,Algorithm and Theory,6.833333333333333
Prabhakar Raghavan,2006,STOC,Prabhakar,,Raghavan,M,166,192,1985,21,Symposium on Theory of Computing,Algorithm and Theory,7.904761904761905
Russel Impagliazzo,2006,STOC,Russel,,Impagliazzo,M,102,167,1987,19,Symposium on Theory of Computing,Algorithm and Theory,5.368421052631579
Nancy A. Lynch,2007,STOC,Nancy,A.,Lynch,F,242,338,1973,34,Symposium on Theory of Computing,Algorithm and Theory,7.117647058823529
David Haussler,2008,STOC,David,,Haussler,M,126,177,1980,28,Symposium on Theory of Computing,Algorithm and Theory,4.5
Jennifer Rexford,2008,STOC,Jennifer,,Rexford,F,117,308,1994,14,Symposium on Theory of Computing,Algorithm and Theory,8.357142857142858
Rayn O'Donnell,2008,STOC,Rayn,,O'Donnell,M,0,0,0,0,Symposium on Theory of Computing,Algorithm and Theory,0.0
Shafi Goldwasser,2009,STOC,Shafi,,Goldwasser,M,91,156,1982,27,Symposium on Theory of Computing,Algorithm and Theory,3.3703703703703702
David S. Johnson,2010,STOC,David,S.,Johnson,M,139,152,1972,38,Symposium on Theory of Computing,Algorithm and Theory,3.657894736842105
David A. Ferruci,2011,STOC,David,A.,Ferruci,M,0,0,0,0,Symposium on Theory of Computing,Algorithm and Theory,0.0
Leslie G. Valiant,2011,STOC,Leslie,G.,Valiant,F,108,115,1973,38,Symposium on Theory of Computing,Algorithm and Theory,2.8421052631578947
Luiz Andre Barroso,2011,STOC,Luiz,Andre,Barroso,M,29,36,1991,20,Symposium on Theory of Computing,Algorithm and Theory,1.45
Ravi Kannan,2011,STOC,Ravi,,Kannan,M,107,127,1979,32,Symposium on Theory of Computing,Algorithm and Theory,3.34375
Michael Kearns,2012,STOC,Michael,,Kearns,M,146,189,1987,25,Symposium on Theory of Computing,Algorithm and Theory,5.84
Gary Miller,2013,STOC,Gary,,Miller,M,4,11,1989,24,Symposium on Theory of Computing,Algorithm and Theory,0.1666666666666666
Prabhakar Raghavan,2013,STOC,Prabhakar,,Raghavan,M,190,192,1985,28,Symposium on Theory of Computing,Algorithm and Theory,6.785714285714286
Shafi Goldwasser,2014,STOC,Shafi,,Goldwasser,M,118,156,1982,32,Symposium on Theory of Computing,Algorithm and Theory,3.6875
Silvio Micali,2014,STOC,Silvio,,Micali,M,126,146,1980,34,Symposium on Theory of Computing,Algorithm and Theory,3.7058823529411766
Thomas Rothvoss,2014,STOC,Thomas,,Rothvoss,M,35,56,2008,6,Symposium on Theory of Computing,Algorithm and Theory,5.833333333333333
Andrew Yao,2015,STOC,Andrew,,Yao,M,1,1,2000,15,Symposium on Theory of Computing,Algorithm and Theory,0.0666666666666666
Don Syme,2015,STOC,Don,,Syme,M,26,29,1993,22,Symposium on Theory of Computing,Algorithm and Theory,1.181818181818182
Olivier Temam,2015,STOC,Olivier,,Temam,M,104,111,1992,23,Symposium on Theory of Computing,Algorithm and Theory,4.521739130434782
Santosh Vempala,2016,STOC,Santosh,,Vempala,M,158,209,1993,23,Symposium on Theory of Computing,Algorithm and Theory,6.869565217391305
Timothy Chan,2016,STOC,Timothy,,Chan,M,2,3,2008,8,Symposium on Theory of Computing,Algorithm and Theory,0.25
Avi Wigderson,2017,STOC,Avi,,Wigderson,M,265,292,1982,35,Symposium on Theory of Computing,Algorithm and Theory,7.571428571428571
Oded Goldreich,2017,STOC,Oded,,Goldreich,M,299,349,1981,36,Symposium on Theory of Computing,Algorithm and Theory,8.305555555555555
Orna Kupferman,2017,STOC,Orna,,Kupferman,F,216,268,1993,24,Symposium on Theory of Computing,Algorithm and Theory,9.0
Bruno Olshausen,2018,STOC,Bruno,,Olshausen,M,37,51,1993,25,Symposium on Theory of Computing,Algorithm and Theory,1.48
Dan Suciu,2018,STOC,Dan,,Suciu,M,295,334,1993,25,Symposium on Theory of Computing,Algorithm and Theory,11.8
Irene Lo,2018,STOC,Irene,,Lo,F,4,10,2016,2,Symposium on Theory of Computing,Algorithm and Theory,2.0
Monia Ghobadi,2018,STOC,Monia,,Ghobadi,F,28,52,2007,11,Symposium on Theory of Computing,Algorithm and Theory,2.5454545454545454
Rong Ge,2018,STOC,Rong,,Ge,M,3,4,2004,14,Symposium on Theory of Computing,Algorithm and Theory,0.2142857142857142
Sam Staton,2018,STOC,Sam,,Staton,M,41,58,2004,14,Symposium on Theory of Computing,Algorithm and Theory,2.9285714285714284
Sanjoy Dasgupta,2018,STOC,Sanjoy,,Dasgupta,M,73,91,1997,21,Symposium on Theory of Computing,Algorithm and Theory,3.4761904761904763
Sergey Bravyi,2018,STOC,Sergey,,Bravyi,M,16,22,2004,14,Symposium on Theory of Computing,Algorithm and Theory,1.1428571428571428
Tengyu Ma,2018,STOC,Tengyu,,Ma,M,30,82,2011,7,Symposium on Theory of Computing,Algorithm and Theory,4.285714285714286
Vyes Sekar,2018,STOC,Vyes,,Sekar,M,0,0,0,0,Symposium on Theory of Computing,Algorithm and Theory,0.0
Cynthia Dwork,2019,STOC,Cynthia,,Dwork,F,145,157,1982,37,Symposium on Theory of Computing,Algorithm and Theory,3.918918918918919
James E. Smith,2019,STOC,James,E.,Smith,M,40,40,1978,41,Symposium on Theory of Computing,Algorithm and Theory,0.975609756097561
Shriram Krishnamurthi,2019,STOC,Shriram,,Krishnamurthi,M,164,189,1994,25,Symposium on Theory of Computing,Algorithm and Theory,6.56
Alfred V. Aho,2021,STOC,Alfred,V.,Aho,M,111,112,1967,54,Symposium on Theory of Computing,Algorithm and Theory,2.055555555555556
John Martinis ,2021,STOC,John,Martinis,,M,7,7,2003,18,Symposium on Theory of Computing,Algorithm and Theory,0.3888888888888889
Kobbi Nissim,2021,STOC,Kobbi,,Nissim,M,97,99,1998,23,Symposium on Theory of Computing,Algorithm and Theory,4.217391304347826
Toniann Pitassi,2021,STOC,Toniann,,Pitassi,F,172,178,1987,34,Symposium on Theory of Computing,Algorithm and Theory,5.0588235294117645
Claire Mathieu,2022,STOC,Claire,,Mathieu,F,153,155,1987,35,Symposium on Theory of Computing,Algorithm and Theory,4.371428571428571
Giorgio Parisi,2022,STOC,Giorgio,,Parisi,M,16,16,1992,30,Symposium on Theory of Computing,Algorithm and Theory,0.5333333333333333
Patrick Hayden,2022,STOC,Patrick,,Hayden,M,3,3,2018,4,Symposium on Theory of Computing,Algorithm and Theory,0.75
Silvio Micali,2022,STOC,Silvio,,Micali,M,146,146,1980,42,Symposium on Theory of Computing,Algorithm and Theory,3.4761904761904763
Umesh Vazirani,2022,STOC,Umesh,,Vazirani,M,98,98,1982,40,Symposium on Theory of Computing,Algorithm and Theory,2.45
,2022,STOC,Andrea,,,M,0,0,0,0,Symposium on Theory of Computing,Algorithm and Theory,0.0
Charles E. Leiserson,2004,SWAT,Charles,E.,Leiserson,M,60,122,1980,24,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,2.5
Gerth Brodal,2004,SWAT,Gerth,,Brodal,M,50,127,1995,9,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,5.555555555555555
Kazuo Iwama,2006,SWAT,Kazuo,,Iwama,M,122,237,1977,29,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,4.206896551724138
Raimund Seidel,2006,SWAT,Raimund,,Seidel,M,75,98,1981,25,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,3.0
Robert Tarjan,2006,SWAT,Robert,,Tarjan,M,243,316,1971,35,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,6.942857142857143
Michael Mitzenmacher,2008,SWAT,Michael,,Mitzenmacher,M,130,275,1994,14,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,9.285714285714286
Vijay Vazirani,2008,SWAT,Vijay,,Vazirani,M,126,184,1980,28,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,4.5
Dana Randall,2010,SWAT,Dana,,Randall,F,40,77,1987,23,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,1.7391304347826086
Prabhakar Raghavan,2010,SWAT,Prabhakar,,Raghavan,M,184,192,1985,25,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,7.36
Sanjeev Arora,2010,SWAT,Sanjeev,,Arora,M,68,140,1990,20,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,3.4
Gonzalo Navarro,2012,SWAT,Gonzalo,,Navarro,M,290,495,1995,17,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,17.058823529411764
Joseph S. B.,2012,SWAT,Joseph,S.,B.,M,224,299,1984,28,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,8.0
Roger Wattenhofe,2012,SWAT,Roger,,Wattenhofe,M,225,443,1996,16,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,14.0625
Ron Shamir,2012,SWAT,Ron,,Shamir,M,145,191,1986,26,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,5.576923076923077
Carsten Thomassen,2014,SWAT,Carsten,,Thomassen,M,148,178,1974,40,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,3.7
Mikkel Thorup,2014,SWAT,Mikkel,,Thorup,M,170,222,1990,24,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,7.083333333333333
Nikhil Bansal,2014,SWAT,Nikhil,,Bansal,M,133,207,1999,15,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,8.866666666666667
Christos Papadimitriou,2016,SWAT,Christos,,Papadimitriou,M,396,432,1976,40,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,9.9
Daniel Marx,2016,SWAT,Daniel,,Marx,M,2,2,2009,7,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,0.2857142857142857
Julia Chuzhoy,2016,SWAT,Julia,,Chuzhoy,F,62,81,2001,15,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,4.133333333333334
Ankur Moitra,2018,SWAT,Ankur,,Moitra,M,51,83,2008,10,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,5.1
Nancy Amato,2018,SWAT,Nancy,,Amato,F,224,237,1989,29,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,7.724137931034483
Sorelle Friedler,2018,SWAT,Sorelle,,Friedler,F,20,34,2008,10,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,2.0
Fedor Fomin,2020,SWAT,Fedor,,Fomin,M,372,411,1998,22,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,16.90909090909091
Jukka Suomela,2020,SWAT,Jukka,,Suomela,M,90,105,2005,15,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,6.0
David Peleg,2022,SWAT,David,,Peleg,M,422,424,1983,39,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,10.82051282051282
Leszek Gasieniec ,2022,SWAT,Leszek,Gasieniec,,M,209,211,1992,30,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,6.966666666666667
Mikkel Thorup,2022,SWAT,Mikkel,,Thorup,M,221,222,1990,32,Scandinavian Symposium and Workshops on Algorithm Theory,Algorithm and Theory,6.90625
Daniel Spielman,2003,WADS,Daniel,,Spielman,M,2,2,1986,17,Algorithms and Data Structures Symposium,Algorithm and Theory,0.1176470588235294
Dorothea Wagner,2003,WADS,Dorothea,,Wagner,F,79,319,1989,14,Algorithms and Data Structures Symposium,Algorithm and Theory,5.642857142857143
Gilles Brassard,2003,WADS,Gilles,,Brassard,M,78,126,1979,24,Algorithms and Data Structures Symposium,Algorithm and Theory,3.25
Michael Fellows,2003,WADS,Michael,,Fellows,M,93,216,1987,16,Algorithms and Data Structures Symposium,Algorithm and Theory,5.8125
Allan Borodin,2005,WADS,Allan,,Borodin,M,91,137,1969,36,Algorithms and Data Structures Symposium,Algorithm and Theory,2.5277777777777777
Max J. Egenhofer,2005,WADS,Max,J.,Egenhofer,M,87,121,1988,17,Algorithms and Data Structures Symposium,Algorithm and Theory,5.117647058823529
Jeff Erickson,2007,WADS,Jeff,,Erickson,M,64,120,1993,14,Algorithms and Data Structures Symposium,Algorithm and Theory,4.571428571428571
Mike Langston,2007,WADS,Mike,,Langston,M,0,0,0,0,Algorithms and Data Structures Symposium,Algorithm and Theory,0.0
Christos Papadimitriou,2009,WADS,Christos,,Papadimitriou,M,345,432,1976,33,Algorithms and Data Structures Symposium,Algorithm and Theory,10.454545454545457
Erik Demaine,2009,WADS,Erik,,Demaine,M,267,544,1996,13,Algorithms and Data Structures Symposium,Algorithm and Theory,20.53846153846154
Richard Karp,2009,WADS,Richard,,Karp,M,220,243,1960,49,Algorithms and Data Structures Symposium,Algorithm and Theory,4.489795918367347
Janos Pach,2011,WADS,Janos,,Pach,M,221,320,1980,31,Algorithms and Data Structures Symposium,Algorithm and Theory,7.129032258064516
Mihai Patrascu,2011,WADS,Mihai,,Patrascu,M,53,67,2004,7,Algorithms and Data Structures Symposium,Algorithm and Theory,7.571428571428571
Robert E. Tarjan,2011,WADS,Robert,E.,Tarjan,M,270,316,1971,40,Algorithms and Data Structures Symposium,Algorithm and Theory,6.75
Anjul Bhambhri,2013,WADS,Anjul,,Bhambhri,F,1,1,2012,1,Algorithms and Data Structures Symposium,Algorithm and Theory,1.0
Sergei Vassilvitskii,2013,WADS,Sergei,,Vassilvitskii,M,57,112,2002,11,Algorithms and Data Structures Symposium,Algorithm and Theory,5.181818181818182
Timothy M. Chan,2013,WADS,Timothy,M.,Chan,M,149,268,1994,19,Algorithms and Data Structures Symposium,Algorithm and Theory,7.842105263157895
Bernard Chazelle,2015,WADS,Bernard,,Chazelle,M,210,225,1979,36,Algorithms and Data Structures Symposium,Algorithm and Theory,5.833333333333333
Bodo Manthey,2015,WADS,Bodo,,Manthey,M,75,92,2001,14,Algorithms and Data Structures Symposium,Algorithm and Theory,5.357142857142857
Cyrus Shahabi,2015,WADS,Cyrus,,Shahabi,M,255,386,1993,22,Algorithms and Data Structures Symposium,Algorithm and Theory,11.590909090909092
Michael Saks,2017,WADS,Michael,,Saks,M,1,5,2017,0,Algorithms and Data Structures Symposium,Algorithm and Theory,0.0
Pankaj Agarwal,2017,WADS,Pankaj,,Agarwal,M,26,32,1987,30,Algorithms and Data Structures Symposium,Algorithm and Theory,0.8666666666666667
Viginia Vassilevska,2017,WADS,Viginia,,Vassilevska,F,0,0,0,0,Algorithms and Data Structures Symposium,Algorithm and Theory,0.0
David Eppstein,2019,WADS,David,,Eppstein,M,398,437,1985,34,Algorithms and Data Structures Symposium,Algorithm and Theory,11.705882352941176
Rasmus Pagh,2019,WADS,Rasmus,,Pagh,M,103,132,1999,20,Algorithms and Data Structures Symposium,Algorithm and Theory,5.15
Robert E. Tarjan,2019,WADS,Robert,E.,Tarjan,M,306,316,1971,48,Algorithms and Data Structures Symposium,Algorithm and Theory,6.375
Ola Svensson,2021,WADS,Ola,,Svensson,M,88,99,2006,15,Algorithms and Data Structures Symposium,Algorithm and Theory,5.866666666666666
Vida Dujmovic,2021,WADS,Vida,,Dujmovic,F,134,140,1999,22,Algorithms and Data Structures Symposium,Algorithm and Theory,6.090909090909091
Ben Shneiderman,2003,WWW,Ben,,Shneiderman,M,305,498,1971,32,World Wide Web Conference,Data Management,9.53125
Pal Tamás,2003,WWW,Pal,,Tamás,M,0,2,2013,0,World Wide Web Conference,Data Management,0.0
Stuart I. Feldman,2003,WWW,Stuart,I.,Feldman,M,27,42,1975,28,World Wide Web Conference,Data Management,0.9642857142857144
Tim Berners-Lee,2003,WWW,Tim,,Berners-Lee,M,9,57,1988,15,World Wide Web Conference,Data Management,0.6
Wendy Hall,2003,WWW,Wendy,,Hall,F,110,253,1988,15,World Wide Web Conference,Data Management,7.333333333333333
James J. Duderstadt,2004,WWW,James,J.,Duderstadt,M,1,1,1999,5,World Wide Web Conference,Data Management,0.2
Mozelle Thompson,2004,WWW,Mozelle,,Thompson,F,1,1,2000,4,World Wide Web Conference,Data Management,0.25
Tim Berners-Lee,2004,WWW,Tim,,Berners-Lee,M,9,57,1988,16,World Wide Web Conference,Data Management,0.5625
Udi Manber Rick,2004,WWW,Udi,Manber,Rick,M,0,0,0,0,World Wide Web Conference,Data Management,0.0
Eric Brewer,2005,WWW,Eric,,Brewer,M,0,4,2019,0,World Wide Web Conference,Data Management,0.0
Lorrie Faith Cranor,2005,WWW,Lorrie,Faith,Cranor,F,57,262,1994,11,World Wide Web Conference,Data Management,5.181818181818182
Rob Glaser,2005,WWW,Rob,,Glaser,M,1,1,2005,0,World Wide Web Conference,Data Management,0.0
Tim Berners-Lee,2005,WWW,Tim,,Berners-Lee,M,11,57,1988,17,World Wide Web Conference,Data Management,0.6470588235294118
Yuji Inoue,2005,WWW,Yuji,,Inoue,M,12,16,1981,24,World Wide Web Conference,Data Management,0.5
Clare Hart,2006,WWW,Clare,,Hart,F,0,2,2018,0,World Wide Web Conference,Data Management,0.0
Daniel Weitzner,2006,WWW,Daniel,,Weitzner,M,9,40,1997,9,World Wide Web Conference,Data Management,1.0
David Brown,2006,WWW,David,,Brown,M,17,56,1977,29,World Wide Web Conference,Data Management,0.5862068965517241
Jim Hendler,2006,WWW,Jim,,Hendler,F,141,283,1980,26,World Wide Web Conference,Data Management,5.423076923076923
Mary Ann Davidson,2006,WWW,Mary,Ann,Davidson,F,3,5,1995,11,World Wide Web Conference,Data Management,0.2727272727272727
Richard Benjamins,2006,WWW,Richard,,Benjamins,F,59,80,1991,15,World Wide Web Conference,Data Management,3.933333333333333
Richard Granger,2006,WWW,Richard,,Granger,M,23,36,1977,29,World Wide Web Conference,Data Management,0.7931034482758621
Tim Berners-Lee,2006,WWW,Tim,,Berners-Lee,M,17,57,1988,18,World Wide Web Conference,Data Management,0.9444444444444444
Tony Hey,2006,WWW,Tony,,Hey,M,57,71,1987,19,World Wide Web Conference,Data Management,3.0
Bill Buxton,2007,WWW,Bill,,Buxton,M,103,136,1978,29,World Wide Web Conference,Data Management,3.5517241379310347
Dick Hardt,2007,WWW,Dick,,Hardt,M,1,1,2000,7,World Wide Web Conference,Data Management,0.1428571428571428
Prabhakar Raghavan,2007,WWW,Prabhakar,,Raghavan,M,170,192,1985,22,World Wide Web Conference,Data Management,7.727272727272727
Tim Berners-Le,2007,WWW,Tim,,Berners-Le,M,18,57,1988,19,World Wide Web Conference,Data Management,0.9473684210526316
David G. Belanger,2008,WWW,David,G.,Belanger,M,4,4,1985,23,World Wide Web Conference,Data Management,0.1739130434782608
Harry Shum,2008,WWW,Harry,,Shum,M,251,291,1991,17,World Wide Web Conference,Data Management,14.764705882352942
Kai-fu Lee,2008,WWW,Kai-fu,,Lee,M,52,53,1986,22,World Wide Web Conference,Data Management,2.363636363636364
Tim Berners-Lee,2008,WWW,Tim,,Berners-Lee,M,26,57,1988,20,World Wide Web Conference,Data Management,1.3
Alfred Z. Spector,2009,WWW,Alfred,Z.,Spector,M,44,46,1976,33,World Wide Web Conference,Data Management,1.3333333333333333
Pablo Rodriguez,2009,WWW,Pablo,,Rodriguez,M,0,6,2013,0,World Wide Web Conference,Data Management,0.0
Ricardo Baeza-Yates,2009,WWW,Ricardo,,Baeza-Yates,M,256,456,1987,22,World Wide Web Conference,Data Management,11.636363636363637
Tim Berners-Lee,2009,WWW,Tim,,Berners-Lee,M,30,57,1988,21,World Wide Web Conference,Data Management,1.4285714285714286
Carl Malamud,2010,WWW,Carl,,Malamud,M,1,1,1993,17,World Wide Web Conference,Data Management,0.0588235294117647
Danah Boyd,2010,WWW,Danah,,Boyd,F,21,39,2001,9,World Wide Web Conference,Data Management,2.333333333333333
Vint Cerf,2010,WWW,Vint,,Cerf,M,50,223,1969,41,World Wide Web Conference,Data Management,1.2195121951219512
Avul Pakir Jainulabdeen,2011,WWW,Avul,Pakir,Jainulabdeen,M,0,0,0,0,World Wide Web Conference,Data Management,0.0
Christos H. Papadimitriou,2011,WWW,Christos,H.,Papadimitriou,M,359,432,1976,35,World Wide Web Conference,Data Management,10.257142857142858
Tim Berners-Lee,2011,WWW,Tim,,Berners-Lee,M,39,57,1988,23,World Wide Web Conference,Data Management,1.6956521739130437
Bernard Stiegler,2012,WWW,Bernard,,Stiegler,M,1,1,2005,7,World Wide Web Conference,Data Management,0.1428571428571428
Chris Welty,2012,WWW,Chris,,Welty,M,83,121,1994,18,World Wide Web Conference,Data Management,4.611111111111111
Neelie Kroes,2012,WWW,Neelie,,Kroes,F,3,3,2011,1,World Wide Web Conference,Data Management,3.0
Tim Berners-Lee,2012,WWW,Tim,,Berners-Lee,M,41,57,1988,24,World Wide Web Conference,Data Management,1.7083333333333333
Pierre Maret,2013,WWW,Pierre,,Maret,M,41,88,1995,18,World Wide Web Conference,Data Management,2.2777777777777777
Virgilio Almeida,2013,WWW,Virgilio,,Almeida,M,132,180,1981,32,World Wide Web Conference,Data Management,4.125
Christos Faloutsos,2014,WWW,Christos,,Faloutsos,M,466,655,1982,32,World Wide Web Conference,Data Management,14.5625
Jong-deok Choi,2014,WWW,Jong-deok,,Choi,M,50,51,1988,26,World Wide Web Conference,Data Management,1.9230769230769231
Qi Lu,2014,WWW,Qi,,Lu,M,40,115,1988,26,World Wide Web Conference,Data Management,1.5384615384615383
Torsten Suel,2014,WWW,Torsten,,Suel,M,94,121,1992,22,World Wide Web Conference,Data Management,4.2727272727272725
Martha Lana Fox,2016,WWW,Martha,Lana,Fox,F,0,0,0,0,World Wide Web Conference,Data Management,0.0
Mary Ellen Zurko,2016,WWW,Mary,Ellen,Zurko,F,32,40,1990,26,World Wide Web Conference,Data Management,1.2307692307692308
Peter Norvig,2016,WWW,Peter,,Norvig,M,34,38,1983,33,World Wide Web Conference,Data Management,1.0303030303030305
Mark Pesce,2017,WWW,Mark,,Pesce,M,2,2,1997,20,World Wide Web Conference,Data Management,0.1
Melanie Johnston-Hollitt,2017,WWW,Melanie,,Johnston-Hollitt,F,2,2,2012,5,World Wide Web Conference,Data Management,0.4
Yoell Maarek,2017,WWW,Yoell,,Maarek,F,81,90,1987,30,World Wide Web Conference,Data Management,2.7
Alessandro Vespignani,2018,WWW,Alessandro,,Vespignani,M,31,43,2002,16,World Wide Web Conference,Data Management,1.9375
Jon Kleinberg,2018,WWW,Jon,,Kleinberg,M,248,293,1992,26,World Wide Web Conference,Data Management,9.538461538461538
Lorrie Faith Cranor,2018,WWW,Lorrie,Faith,Cranor,F,221,262,1994,24,World Wide Web Conference,Data Management,9.208333333333334
Luciano Floridi,2018,WWW,Luciano,,Floridi,M,62,102,1995,23,World Wide Web Conference,Data Management,2.6956521739130435
